10,0,4.86,0.3
20,0,4.5,0.22
30,0,4.12,0.16
40,0,3.72,0.11
50,0,3.31,0.07
60,0,2.9,0.04
70,0,2.48,0.01
80,0,2.06,-0.02
90,0,1.64,-0.05
100,0,1.22,-0.07
110,0,0.78,-0.08
120,0,0.34,-0.08
130,0,-0.11,-0.08
140,0,-0.57,-0.07
150,0,-1.03,-0.07
160,0,-1.5,-0.07
170,0,-1.97,-0.08
180,0,-2.44,-0.11
190,0,-2.92,-0.16
200,0,-3.4,-0.22
210,0,-3.89,-0.29
220,0,-4.38,-0.35
230,0,-4.86,-0.39
240,0,-5.35,-0.41
250,0,-5.84,-0.43
260,0,-6.32,-0.45
270,0,-6.79,-0.48
280,0,-7.24,-0.53
10,1,4.72,0.93
20,1,4.6,0.8
30,1,4.41,0.65
40,1,4.15,0.51
50,1,3.83,0.39
60,1,3.43,0.31
70,1,2.97,0.28
80,1,2.47,0.28
90,1,1.95,0.31
100,1,1.47,0.34
110,1,1,0.37
120,1,0.55,0.39
130,1,0.09,0.41
140,1,-0.37,0.44
150,1,-0.85,0.46
160,1,-1.33,0.47
170,1,-1.81,0.48
180,1,-2.29,0.48
190,1,-2.77,0.47
200,1,-3.25,0.45
210,1,-3.73,0.42
220,1,-4.21,0.39
230,1,-4.69,0.34
240,1,-5.18,0.29
250,1,-5.66,0.24
260,1,-6.14,0.18
270,1,-6.62,0.13
280,1,-7.09,0.07
290,1,-7.56,0.03
10,2,2.24,-0.04
20,2,2.65,-0.28
30,2,3.06,-0.53
40,2,3.47,-0.76
50,2,3.91,-0.97
60,2,4.39,-1.14
70,2,4.89,-1.29
80,2,5.36,-1.45
90,2,5.78,-1.65
100,2,6.19,-1.86
110,2,6.59,-2.06
120,2,7.03,-2.21
130,2,7.53,-2.29
10,3,-0.19,-0.1
20,3,-0.72,0.13
30,3,-1.28,0.35
40,3,-1.87,0.58
50,3,-2.47,0.79
60,3,-3.08,0.98
70,3,-3.69,1.16
80,3,-4.31,1.31
90,3,-4.93,1.45
100,3,-5.54,1.59
110,3,-6.11,1.73
120,3,-6.62,1.9
130,3,-7.05,2.11
140,3,-7.36,2.38
150,3,-7.55,2.73
10,4,-2.27,0.36
20,4,-2.73,0.41
30,4,-3.2,0.46
40,4,-3.66,0.42
50,4,-4.14,0.31
60,4,-4.61,0.21
70,4,-5.1,0.11
80,4,-5.6,0.02
90,4,-6.09,-0.06
100,4,-6.56,-0.09
110,4,-7.03,-0.13
120,4,-7.51,-0.16
10,5,-1.58,-0.42
20,5,-2.17,-0.39
30,5,-2.76,-0.36
40,5,-3.31,-0.4
50,5,-3.85,-0.45
60,5,-4.4,-0.5
70,5,-4.89,-0.57
80,5,-5.39,-0.64
90,5,-5.88,-0.72
100,5,-6.35,-0.78
110,5,-6.8,-0.84
120,5,-7.26,-0.89
10,6,0.36,-0.91
20,6,0.97,-0.85
30,6,1.58,-0.8
40,6,2.19,-0.72
50,6,2.79,-0.63
60,6,3.39,-0.53
70,6,4.03,-0.44
80,6,4.7,-0.36
90,6,5.36,-0.28
100,6,6.02,-0.25
110,6,6.67,-0.26
120,6,7.32,-0.28
10,7,-0.02,-2.39
20,7,0.49,-2.45
30,7,0.98,-2.48
40,7,1.45,-2.49
50,7,1.91,-2.48
60,7,2.35,-2.46
70,7,2.78,-2.44
80,7,3.19,-2.43
90,7,3.58,-2.43
100,7,3.97,-2.43
110,7,4.36,-2.44
120,7,4.75,-2.44
130,7,5.15,-2.44
140,7,5.55,-2.45
150,7,5.97,-2.44
