10,0,3.21,-3.21
20,0,2.76,-3.28
30,0,2.3,-3.34
40,0,1.84,-3.4
50,0,1.39,-3.45
60,0,0.95,-3.51
70,0,0.53,-3.57
80,0,0.12,-3.63
90,0,-0.27,-3.7
100,0,-0.67,-3.78
110,0,-1.08,-3.85
120,0,-1.5,-3.92
130,0,-1.92,-3.98
140,0,-2.35,-4.04
150,0,-2.78,-4.09
160,0,-3.21,-4.13
170,0,-3.63,-4.17
180,0,-4.03,-4.21
190,0,-4.4,-4.26
200,0,-4.76,-4.32
210,0,-5.1,-4.41
220,0,-5.44,-4.52
230,0,-5.78,-4.68
240,0,-6.13,-4.87
250,0,-6.47,-5.09
260,0,-6.81,-5.35
270,0,-7.13,-5.62
280,0,-7.44,-5.9
10,1,3.36,-3.73
20,1,2.89,-3.8
30,1,2.42,-3.86
40,1,1.97,-3.93
50,1,1.53,-3.99
60,1,1.08,-4.06
70,1,0.64,-4.13
80,1,0.21,-4.21
90,1,-0.23,-4.29
100,1,-0.68,-4.37
110,1,-1.12,-4.47
120,1,-1.58,-4.57
130,1,-2.03,-4.68
140,1,-2.5,-4.8
150,1,-2.97,-4.93
160,1,-3.44,-5.07
170,1,-3.9,-5.2
180,1,-4.35,-5.32
190,1,-4.77,-5.43
200,1,-5.16,-5.51
210,1,-5.53,-5.58
220,1,-5.9,-5.66
230,1,-6.29,-5.74
240,1,-6.7,-5.84
250,1,-7.16,-5.97
10,2,3.42,-4.23
20,2,2.95,-4.31
30,2,2.48,-4.38
40,2,2.01,-4.45
50,2,1.53,-4.53
60,2,1.06,-4.61
70,2,0.58,-4.7
80,2,0.12,-4.8
90,2,-0.34,-4.91
100,2,-0.79,-5.03
110,2,-1.23,-5.17
120,2,-1.67,-5.31
130,2,-2.1,-5.46
140,2,-2.54,-5.61
150,2,-2.98,-5.75
160,2,-3.44,-5.89
170,2,-3.9,-6.02
180,2,-4.37,-6.15
190,2,-4.85,-6.28
200,2,-5.34,-6.4
210,2,-5.84,-6.53
220,2,-6.35,-6.65
230,2,-6.87,-6.78
10,3,5.7,-4.92
20,3,5.39,-4.37
30,3,5.14,-3.86
40,3,4.95,-3.37
50,3,4.79,-2.89
60,3,4.66,-2.41
70,3,4.56,-1.93
80,3,4.44,-1.49
90,3,4.26,-1.14
100,3,4.04,-0.89
110,3,3.8,-0.67
120,3,3.58,-0.45
130,3,3.37,-0.21
140,3,3.12,0.02
150,3,2.83,0.26
160,3,2.5,0.49
170,3,2.15,0.71
180,3,1.78,0.93
190,3,1.41,1.13
200,3,1.04,1.32
210,3,0.69,1.5
220,3,0.36,1.68
